review,sentiment
"The cinema of the 60s was as much as time of revolution as the politics and the music. Filmmakers were daring to make avant-garde films discussing taboo subjects only permitted before in exploitation films. Starting with both ""Breathless"" and underground American cinema (such as Kenneth Anger), films became more and more experimental. All of this accumulated when Hollywood realized they had mass commercial appeal with ""Easy Rider"". One of the best (and most surprising) outputs of this era was also one of the least successful initially. ""Head"" was made when The Monkees career was seriously waning, which is what damned one of the best psychedelic films ever made.<br /><br />The plot? Well, there really isn't one, as many have said. It involves The Monkees going from one surreal scenario to the next one. However, these sequences are all obviously LSD-tinged and basically mock how The Monkees were sick of being confined to their light pre-fab reputation. Its a shame that the film found no audience. The teeny boppers who loved them had moved onto a new fad as they always do. The psychedelic / Haight-Ashbury crowd to whom the film was garnered would never be caught dead at a Monkees movie. Its all their loss. This film may be plot less, but it is certainly not without meaning and is very intelligently put together. The crew later made both ""Easy Rider"" and ""Five Easy Pieces"". The film was later revived at a 1973 Raybert retrospective and it gained a very positive response, which granted it the cult following it had deserved for a long time. Ironically, The Monkees would fall victim to the same commercialism they protested in this film with their later 80s reunion. (10/10)",positive
"I'm not to keen on The Pallbearer, it's not too bad, but just very slow at the times. As the movie goes on, it gets a little more interesting, but nothing brilliant. I really like David Schwimmer and I think he's good here. I'm not a massive Gwyneth Paltrow fan, but I don't mind her sometimes and she's okay here. The Pallbearer is not a highly recommended movie, but if you like the leads then you might enjoy it.",negative
Frankly I met real Han Su Ying before and seeing her portrayed by an American actress which has no resemblance of anything Chinese makes my head spin while I am watching this movie Why can't Hollywood get Nancy Kwan instead .... at least its more true to the story...cos for goodness sake...Dr Han Su Ying is Chinese I know cos I have meet her in person<br /><br />and looking at the whole cast....so few Asian faces in a movie about a Asian love story makes me wonder too <br /><br />I think the acting is good but without real Asian faces in a Asian love story makes the plot so corny and a whole load of Baloney<br /><br />its just like another movie I know of ' THE CONQUEROR' imagine my eyes pop out when I see John Wayne as Genghis Khan!!!!!<br /><br />and to make matter worst ....how on earth can a man born an bred in MONGOLIAN STEPPES come up with a Alabama southern accent??? !! and a cheap imitation of anything Asian<br /><br />Good Grief<br /><br />I am not surprise that one day I will see Dr Martin Luther King Jr being played by One of the boys from the black and white minstrel show<br /><br />Would love to see that<br /><br />and laugh the whole roof off !!!<br /><br />Cheers,negative
"Well groomed, well behaved teen Meg Tilly must spend the night in a creepy mausoleum as an initiation into a high school club. Problem is a powerful psychic named Raymar was just buried there that day, but he isn't quite dead and he needs the life force of humans for his powers.<br /><br />Obscure horror film offers plenty of thrills and chills, an appealing and likeable cast, and most superior special effects.<br /><br />My rating: 7 out of 10.<br /><br />One Dark Night is rated R for Violence and Adult Themes.",positive
"Burlinson and Thornton give an outstanding performance in this movie, along with Dennehy. Although it is at first thought to be only about love, it really goes down deeper than that. The beauty of nature captures this movie, placing among one of the best I have ever seen. The horse scenes are absolutely fantastic!! Any horse-lovers out there will love this movie!<br /><br />",positive
"This may sound crazy to even the people who remember this show...But I remembered this as being live-action. I don't think I ever saw the cartoon. but movie? maybe. I remember it very clearly. The guy was in a building kinda like a showroom. He even had the red jacket. It was dark out and he turned into a red car and there was this guy on the second level looking down at him. The car/guy spun around and crashed through the big showroom type window and out onto the street. And then proceeded to drive off. That is all I remember. I really hope someone else out there remembers this too. If not, Maybe I'm still crazy. But I'm hoping I'm not.",negative
"While possibly the stupidest, most tasteless, and violent slapstick comedy ever made, Guest House is also a very funny one. Don't listen to the critics, they have no sense of humour. While the climax runs out of steam (but not vomit), it's still a funny party movie. Seven candles in the eye out of ten.",positive
"This movie had an interesting cast, it mat not have had an a list cast but the actors that were in this film did a good job. Im glad we have b grade movies like this one, the story is basic the actors are basic and so is the way they execute it, you don't need a million dollar budget to make a film just a mix of b list ordinary actors and a basic plot. I like the way they had the street to themselves and that there was no one else around and also what i though was interesting is that they didn't close down a café to set there gear and that they did it all from a police station. Arnold vosloo and Michael madsen did a great job at portraying there roles in the hostage situation. This was a great film and i hope to see more like it in the near future.",positive
"What can be said, really... ""The Tenant"" is a first-class thriller wrought with equal amounts of suspense and full-blown paranoia. It's an intricately-plotted film--every detail seems included for a reason--even though the plot seldom makes sense, and much of it is never even addressed in an objective manner. Therefore we are left with the increasingly unstable Trelkovsky (Polanski)--a meek Polish man who has obtained an apartment due to the previous tenant's suicide--to guide us through a world of escalating fear and uncertainty. After an apartment-warming party thrown by a group of obnoxious coworkers, Trelkovsky comes under increased, seemingly inexplicable scrutiny by the fellow occupants in his building; the rest of the film chronicles his mental deterioration and gives us a thorough mindfu*k on par with the later efforts of David Lynch. ""The Tenant,"" however, is more brooding and sinister, laced with unexpected comic relief, fine performances, and a truly haunting score. It's a movie that's better experienced than described, so hop to it.",positive
"This movie is a good example of the extreme lack of good writers and directors in Hollywood. The fact that people were paid to make this piece of junk shows that there is a lack of original ideas and talent in the entertainment business. The idea that audiences paid to see this movie (and like an idiot I rented the film) is discouraging also.<br /><br />Obsessed teacher (3 years prior) kills teenager's family because he wants her. For no reason he kills the mother, father and brother. From the first five minutes you see the bad acting and direction. Years later, obsessed teacher breaks out of prison. HMM--usual bad writing--no one in the town he terrorized knows until the last minute. Obsessed teacher somehow becomes like a Navy SEAL and can sneak around, sniff out people and with a knife is super killer. Sure!!! Now obsessed teacher kills hotel maid for no reason, knifes bellhop for the fun of it, and starts to hunt down the teenager's friends. Now there is the perfect way to get the girl to love you. Obsessed teacher sneaks out of hotel---again it is stupid, ever cop would know his face--but he walks right by them. Now he kills two cops outside teenager's house and somehow sneaks into her bedroom and kills her boyfriend.<br /><br />There is not one single positive thing about this piece of garbage. If any other profession put out work of this low quality, they would be fired. Yet these idiots are making hundreds of thousands of dollars for writing and directing this trash.",negative
"I liked the quiet noir of the first part, the acting of Pacino and Cusak, especially their scenes together. The moodiness of the setting and the juxtaposition of the old pol and the idealistic youth was effecting. I wish Bridget Fonda had more scenes in the movie; she was an earnest and appealing character. The film went off the rails for me when the assistant mayor starting snooping around the mafioso to get to the bottom of something his boss clearly didn't want him meddling in. Nobody in their right mind would meet a mafioso on an abandoned dock in a junkyard. Here the story became implausible. Something that I don't understand: why did the cop and Vito have a shootout if the latter was delivering info that could bring down the corrupt judge?",positive
"It's been 3 months and you know what that means...A new Seagal movie. Seagal has really been on role making horrible film after horrible film. Each time every movie getting worse and worse, he's really amazing! I don't really know what to say about TYD, first it's a piece of crap, the story makes no sense at all, secondly he uses stunt men in all his fight scenes, and last but not least a lot of the footage is taken from other movies! It amazes how this guy continues to find work, he comes to the set late and leaves early and because of that his films are full of plot holes and stunt men. Why do we continue to buy his movies, why do we continue to have hope that maybe just maybe he will make a great movie?",negative
"I have seen many of Shahrukh's movies and this is a very good role for him. He has such versatility, but he mainly stays in positive roles. As Rahul, he is very dark and disturbing, yet I found myself sympathizing with him much of the movie. If for nothing else, watch this movie for Shahrukh. He plays a very complex and real character very convincingly. The story is very typical and has been done before, but the character development is very strong and entertaining. The opening is a little confusing, but by the end, it doesn't matter. The songs I found very likable and give insight to what characters are thinking. Very clever. I think this movie was very good and recommend it to all Shahrukh Khan fans. It is a must see!",positive
"It's telling that as of the entry of this comment, NO females have submitted a vote of any kind for this movie. Not surprisingly, cheesy science fiction doesn't appeal to them quite as much... If you like a good ""B"" movie, and especially if you like to satirize them as you watch, you will like this. If you don't have fun watching bad movies, this one's not for you.",negative
"Yes, Be My Love was Mario Lanza's skyrocket to fame and still is popular today. His voice was strong and steady, so powerful in fact that MGM decided to use him in The Great Caruso. Lanza himself thought he was the reincarnation of Caruso. Having read the book by Kostelanitz who wrote a biography of Lanza, he explains that the constant practise and vocal lessons became the visionary Caruso to Lanza. There is no doubt that Lanza did a superb job in the story, but the story is not entirely true; blame it on Hollywood! I used to practise singing his songs years ago, and became pretty good myself until I lost my voice because of emphysema/asthma ten years ago. Reaching the high note of Be My Love is not easy; but beautiful!",positive
"This movie is well made, it is beautiful and wise. It is heart-warming. It is great. And again it shows how great Peter Falk is... he is fantastic and he even gets better, the older he gets! Thank you, Peter Falk! Thank you very much for this gem of a movie! <br /><br />This movie entertains. There is lot of wisdom in this movie. There is lot of humor in this movie. There is life in this movie... and meaning. This movie shows, how life can be.<br /><br />Peter Falk is in that movie. He is just great! Where is the Oscar for Peter Falk? He deserves it so very much.<br /><br />Peter Falk just turned 80. I do sincerely hope that there will be more movies!<br /><br />Walter J. Langbein",positive
"Out of boredom and vast curiosity, I decided to check this show out today since my four year old niece loves it. I should have known that it was a show that only a four year old could like. The show was pretty bad.<br /><br />First of all, the show just wasn't funny. The laugh track went off at the most inappropriate times which was very annoying, especially since none of the jokes were funny. The laugh track went off at some point when the one kid who's the cameraman said ""I'm going to go polish my lense"". How the hell is that funny? The parts in it (like meat drumming) that were supposed to be funny was just stupid to anyone who's over the age of eleven.<br /><br />Now, I have a feeling that four year olds are not the target audience. However, since I have a four year old niece who watches it, this sort of thing concerned me while I was watching it: It doesn't show very good behavior. In the episode I was watching, it shows Sam stealing Carly's sandwich and pushing her down to the ground, just so Carly can stand up and do the same thing back to her. I would not want to see my niece acting that rude. I also don't like the idea of two young girls having a web show where they give out personal information... If this was real, there would be freaks all over her.<br /><br />This show would probably be good and funny to someone who's eleven or younger, but anyone older than that, just stay away from it. I'll give this two stars since I guess I can see how it can be funny to a kid.",negative
"So this ugly guy with long, nasty hair and his girlfriend end up in this house and they argue and argue about his old girlfriend. There was suppose to be something scary in it but I didn't see anything scary at all. There is some mention of a demon from the sea but that doesn't go anywhere at all. I wish it did because then it would've taken the tension away from the jealous love triangle. The title of the movie makes it look like it would be a scary and exciting movie but it is so far from it that I couldn't believe it. I waited and waited for it to end and was so happy when it did. It did not live up to the title like it should have so boo hoo hoo. The cover had a cool picture but I shouldn't judge a cheesy movie by its cover.",negative
"This was/is an incredible movie, with incredible cast, music, singing, story, etc. It is a tragedy that some arrogant families (the Gerswhins or Premingers) can keep it from being available to generation after generation. I have wanted to see it again all of my life. I just found this site and read why it has not been available. Shame on these families for their pettiness. My wife is from Germany and she has never seen the movie. Neither have my step-children or my grandchildren. It is very sad that a movie of this depth and quality is not available for them to see. Where do these families get off making such a conceited, self-important, egotistical, condescending decision to prohibit generations from enjoying this film, these stars, these performances, this music! Release the video and let them world judge and enjoy!",positive
"This is absolutely the worst movie I've seen all year.<br /><br />First, I will say that the acting was very good, and by all of the cast.<br /><br />This was apparently meant to be very offbeat, and in that regard it succeeded. By the same token, the story revolves around a self-centered wannabe, who is a clueless, talentless chronic liar, whose source of self confidence comes from a pair of leather slippers.<br /><br />This was worse than watching a car wreck.",negative
"Let me say first of all that I spent a total of about two minutes of my life on a skateboard before I realized I was totally uncoordinated. I've always thought it was cool watching cats that know how to get extreme on 'em do their stuff, but I've never been a skateboarder and have never really followed the sport. That being said, I thought this was a very informative and interesting documentary. Some reviewers have said that these dudes were sort of waving their own flag a bit, but what the hell? It looks to me that these guys probably deserve as much credit as anyone for giving the skateboarding world a jolt and they've provided some good footage of their innovations to back it up. It's great the way viewers are allowed to see these guys both then and now and the footage they shot while they were teens growing up in California provides some interesting nostalgia that goes a bit beyond the sport of skating. I never would have realized where extreme skating came from, but this films sort of ties all the pieces together and gives us an informative documentary. I'm sure it's at least a tad biased, but aren't all documentaries? Worth watching for anyone interested in the sport or, as in my case, anyone who grew up in the 1970's.",positive
"Don't be fooled by the silly title folks, this is one sweet ride! A true successor to Tetsuo the Iron Man and Ichi the Killer, this gem starts with a bang and lays the gore on thick until the credits roll. It seems that aliens are taking over people's bodies and modifying them into war-machines, which are then used to fight each other in a twisted game for the amusement of their species. The winner of the battle eats the loser alive. That's mostly it for plot, but who cares when the gore is this good? I have no idea how many buckets of slime were used, but it's disgusting to behold. There is interesting and effective use of stop-motion when the takeovers are in progress, and loving care is lavished on all of the creature and make-up effects. The CGI is a bit limited, but that actually doesn't detract from the overall quality one bit, at least for me. This was truly a fun and stomach-turning film that deserves much praise, and has truly earned its place in the stack of Cult Classics. Find it and watch, you won't be disappointed!",positive
"The movie is about two brothers that are supposed to be alike - but are not in any way expect for being smart - one is a surgeon and they other is able to write a computer code. Geniuses as they like to call themselves which sounds very exaggerated if you compare it to personal characteristics can you perceive from the material of the title.<br /><br />I honestly didn't like the style of the movie. I believe that anxiety, confusion and deep blues it brings are there for a purpose, but what I don't get is why there is so much of it. The movie is cheap on scenes and tells the story basically with no human aspect in it at all. It gives the comic book like experience. However it's visually numbing the viewer, it somehow brings him inside the blues with brief dialogs, monotonic scenes, dynamic cut, music and abrupt noises.<br /><br />The movie's storyline is very simple, most of what's going on is being dramatically pictured for long minutes, mostly in confusing delirium simulating effects of drug use and dynamic cuts.<br /><br />I will say openly that this movie didn't meet my expetations a tiny bit.",negative
"Wow, what can I say about this film? It's a lousy piece of crap. I'm surprised that it got rated as high as it did. What's wrong with this film? Here's a better question: What's NOT wrong with this film.<br /><br />The story itself is just crap and cliché. Here's pretty much what it's about...Some kinda nerdy kid with no friends gets picked on, gets killed, and comes back as a scarecrow for revenge. ""All"" of that is packed into 86 minutes of worthless film. If you haven't seen this movie don't waste your time watching it. Also, the second one isn't much better, so don't bother watching that either...I rated this movie a three because I liked the scarecrow's outfit, not because there was anything good about the movie. I think you get the picture.",negative
"... so I thought I'd throw in a few words about William McNamara. Not a bad way to spend a couple of hours if you want to see him in his tighty-whities -- it's obvious he pumped up for this role and he looks pretty darn good in them -- or less. There's an extended sequence in a cave where he has to strip down to his undies. There's a nice bit where he has to chase after Miss Eleniak in the buff, with only his hands cupped over his groin. William McNamara is naturally a little on the skinny side, but he has a nice, generous handful of a booty. Also, there's a moment when he's getting out of bed that if you pause the action at just the right moment you can see the whole enchilada. If you're inclined to do so, and come on, half of the people who choose to watch a movie about Navy men on a ""road trip"" are. I'd just like thank Dennis Hopper for his equal opportunity gratuitous nudity. Can William McNamara act? Heck if I know.",negative
"Running Out of Time is probably as close to a perfect film as you're ever likely to see out of Hong Kong. All the elements click: a terrific script (by French writers Julien Carbon and Laurent Courtiaud) that even manages to subvert the odd cliché, reliably imaginative direction by Johnnie To, and excellent central performances by Andy Lau and Lau Ching Wan, the latter displaying his great comic timing to wonderful effect without ever crossing the line into parody (especially in his exasperated reactions to his superior's abysmal negotiating skills). The supporting cast is fine too, with Yo Yo Mung making a strong impression in a tiny role, and even the often histrionic Waise Lee (looking remarkably, and very aptly, like a bald Andy Lau) reining it in to good effect. It's best not to know too much about the plot going in beyond the basic set-up  with only a few weeks to live, Lau engages in a criminal game with Wan's cop with no easily apparent motive  and just sit back and enjoy the ride: it's certainly worth the fare. It also has one of the most perfect love stories in recent movies, and played in a mere three scenes (the second bus ride is one of the most magical moments of film-making I've seen in ages). There's also a fine score by Raymond Wong as well. The most fun playing cat and mouse at the movies in years.",positive
"Any movie that offers Bonnie Hunt, Sarah Silverman and Amy Sedaris in the supporting cast has to be well worth watching, and comic actor Jeff Garlin takes advantage of the terrific talent he recruited for his 2007 directorial debut, a sad-sack comedy about an overweight man who feels out of step with the world around him. Familiar as Larry David's manager Jeff on ""Curb Your Enthusiasm"", Garlin plays James, a still-struggling, 39-year old Chicago actor who still lives with his widowed mother. His self-esteem is so low that he can't meet women, but it's the comical way he views his single status that makes his dilemma involving. If the storyline sounds a bit familiar, that's because the film is partially a tribute to the 1955 Ernest Borgnine classic, ""Marty"", about a lonely Bronx butcher living with his meddlesome mother. In fact, Garlin uses ""Marty"" as the play which James is desperate to do since he is so empathetic to the character's situation.<br /><br />Naturally there is a love story of sorts in this new millennium version, and Silverman plays Beth, an off-kilter, sexually voracious ice cream parlor server who takes him on an underwear shopping spree. Their best scene together is in his favorite convenience store where they improvise different characters in different aisles. Hunt plays a lonely elementary school teacher who shares a passion with James for jazz musician Ben Webster. They meet accidentally in a record store and then again at a career day at her school where he hilariously exposes his sexual neuroses in front of a classroom of first-graders, including his best friend Luca's pert daughter Penelope (played by Dakota Fanning's look-alike baby sister Elle). In a wedged-in cameo and looking quite a bit like Jerri Blank, Sedaris plays the school's counselor who speaks to James after his inappropriate monologue. David Pasquesi plays Luca, a retirement home manager, and his scenes with Garlin have an easy rapport that makes their friendship easy to believe. Almost stealing the movie is character actress Mina Kolb, who plays James' pixilated mother with pluck and heart.<br /><br />There are also unexpected cameos from teen idol Aaron Carter and Gina Gershon (don't askbut the set-up is funny), as well as sharply played bits by director Paul Mazursky (as the snaky director of a candid-camera-type show, ""Smear Job""), Tim Kazurinsky (as the unsuspecting victim of that show) and Dan Castellaneta (as the tough-love convenience store owner). With his rueful bouts of insecurity and self-loathing, Garlin's comic sensibilities resemble those of Albert Brooks, and the casual dialogue at its best reminds me of ""Modern Romance"" and ""Defending Your Life"". The one persistent problem I had with the film is pacing as some scenes dragged out longer than necessary. The problem is more evident in the first half when Garlin is trying to establish the right tempo, and the lack of real conflict adds to the sluggishness. Regardless, what he does well is capture that gnawing sense of desperation one feels upon the revelation that life is not what it is supposed to be, that a significant other may be out of reach, and that a steady diet of junk food eaten on a car hood is the only sure thing when it comes to gratification.",positive
"You would really need to remember the Monkees and have a clear understanding as to where and how they fitted into the second half of the 1960s in order to fully appreciate this movie.<br /><br />There is no plot as such. Basically, it's a crazy, mixed up pastiche of various, unrelated sequences. But, it IS interesting AND entertaining in its own peculiar way once you get onto its wavelength. In short, it was a classic, cleverly conceived and well crafted example of late '60s experimental cinema. It contains some good songs, some ultra-groovy cinematography and plenty of other worthwhile ideas in terms of film technique.<br /><br />I give it 7 out of 10 for several reasons. First, it took a lot of courage to make such an unorthodox movie in the commercial mainstream where both its stars and its producers were firmly ensconced at the time. If a feature movie flops at the box office, the consequences can be dire for all concerned. Secondly, it was, for the most part, a creative success. And, finally, as already mentioned, it is, unquestionably, a classic of the genre and, as such, it is now historically important.<br /><br />Unfortunately, ""Head"" came too late in the Monkees career. But, there again, they would not have been allowed to make it earlier on because it was essentially a very pointed and cynical satire of their own image. <br /><br />Clearly, the members of the group knew, only too well, that the whole Monkees juggernaut had just about run its race when they started work on this project. In a way, it was to be their swan song and they were determined to let it all hang out. They were tired of being treated like mere pawns in the high powered corporate game in which they had been manipulated and exploited over the preceding few years. In short, they ""wanted out"" and they were going to say a few things before they left.<br /><br />History, however, has vindicated the band. Let the critics be damned. The Monkees, left behind some of the best, most polished and successful pop records of the decade. Yes, they had plenty of help. But at the end of the day, THEY stood in front of the studio mikes, THEY fronted the movie and TV cameras and THEY did the concerts. They were fun and just a little bit crazy. But, unlike some of their contemporaries, they were never threatening. You could safely introduce a Monkey to your elderly aunt.<br /><br />""Head"" probably borrows a bit too heavily from the Beatles ""Hard Day's Night"" but it's still worth another look for those who were around at the time or for younger retrophiles who have the ability to appreciate its significance.<br /><br />Enjoy!",positive
"I like British humor, I believe it's one of the best in the world. I like almost every British sitcom (okay... maybe not Monthy Python, some of the jokes were great, but some of them I didn't understand.), but this League of Gentlemen is just something good to make you sick. This show was good in some way; it helped me lost some weight because watching this piece of garbage make me feel I'm not hungry anymore. This is really just disgusting, sick and not even funny TV show and I wonder who is actually laughing at this stuff. I watched it for about 10 minutes and turned it off. It was so disgusting, watching men dressed in the woman with yellow teeth and urinating on the car... I mean... what's so funny about that??? It makes me wanna puke. No humor, just disturbing images and cheap, toilet laughs... I don't know... if you like this stuff... you go ahead... watch it... but to be honest, people watching and enjoying this must have some emotional problems. Garbage.",negative
"Creepshow 2 had a lot of potential, they just didn't put enough time in perfecting it. The stories were pretty cool and creepy enough, but it was lacking. It's a good movie, but after you've seen it once, you might want to see it again. This movie could of been better.",negative
"No more corned beef and cabbage for her!<br /><br />This little romantic comedy clips along from scene to scene with a few exotic twists (some imaginary scenes and a costume party). All of this is centered around the wife of the husband(s) who is looking to break out of the doldrums, played by Gloria Swanson (she is twenty here!). Both the leading men have a natural air that is convincing and of course Swanson is perfect in all kinds of moods, from frivolous to worried to hopeful. <br /><br />Behind all the games and apparent lightheartedness is that old serious problem of staying in love and not straying in love. There's a little corniness, but director DeMille is on top of keeping it snappy and believable in all. As with many films from this period, the subtitles do not just tell what they are saying (or thinking) but often give a kind of philosophical insight, as if to justify the tragedy (or raciness). And there is that higher purpose here, probably better without the instructional text, but it's part of the narrative style, and it's kind of quaint. <br /><br />If you are looking for visual or formal amazement, you won't find it here. But as a story, well acted, and filmed with precision and economy, it's really a great example. The events might not come as a total surprise, but it's such a modern love story, set almost a hundred years ago, it's a gas. And did I saw Swanson was perfect?",positive
"This trashy B movie attempts to masquerade as a study of sexual addiction, but it is really a poor excuse for a sexploitation flick. The story revolves around Sammy Horn (subtle name) played by Michael Des Barres. Sammy is a restaurant owner with a clueless wife Grace (Rosanna Arquette) and a young child. He has a sexual addiction and must have meaningless sex every five minutes with any woman in his field of vision who will agree (and of course every woman on the planet finds him irresistible despite the fact that he looks old enough to be collecting Social Security).<br /><br />The story is centered on a conversation with his therapist (Nastassja Kinski) where he is describing each of his sexual exploits via flashback. This is nothing more than a convenient launching point for a parade of serial sex acts, which consumes at least 75% of the screen time.<br /><br />It is hard to know where to begin criticizing a film this bad. The production values are abysmal. The movie is shot on video with a look somewhere between a TV soap opera (at best) and an amateur porn flick shot in someone's garage. The direction by Joseph Brutsman is horrible with bad lighting, uninspired framing and poor actor direction. The script is vapid and the dialogue mindless and vulgar.<br /><br />Women are generally portrayed as sex obsessed nymphomaniacs just waiting for an addict like Sammy to come along and rough them up while feeding their insatiable appetites with some impersonal copulation. As an example, Grace's sister comes over to indignantly inform Sammy that she knows he's been sleeping around and that she is going to tell his wife. His response to that is to throw her up against the wall and begin raping her. About three seconds into it she has an epiphany and is instantly converted to one of his sex disciples begging him to give her more. Just as they finish Grace walks in and sis says to her, `Oh, great to see you, gotta run to pick up Timmy' and mum's the word about Sammy's indiscretions. The bond of loyalty has been sealed with a good ravishment. No spoiler here because it is so typical of the obvious nature of the film that anyone who had seen the first fifteen minutes could have predicted it.<br /><br />The sex depictions are all overdone, mechanical, and so poorly simulated that they are more comical than erotic. Most of them are done with both participants fully clothed. The acting is wretched. Michael Des Barres presents all the depth of a rain puddle. He really seems to get into the thrusting and profanity of the sex parts, but when it comes to actually acting with Arquette and Kinski, he is adrift. Rosanna Arquette is the closest thing to an actor in this film, giving a bearable performance and looking genuinely hurt when she finally discovers that her perfect husband is a lecherous animal. Nastassja Kinski is far too compassionate as the therapist, but at least we have some acting happening here. The rest of the cast is just a collection of elevated body doubles to whom they give thought provoking lines like `hit me harder, is that the best you can do?' and `Oh, GodYES'.<br /><br />This movie is among the worst I have ever seen, a dubious distinction given the thousands of films I have viewed. I have given it the extremely rare dishonor of rating it 1/10. Not to be seen within three hours of any meal.",negative
"A typical Goth chick (Rainbow Harvest looking like a cross between Winona Ryder in Beetlejuice and Boy George) gets even with people she feels have wronged her with the help of an old haunted mirror that she finds in the new house she and her mom (horror mainstay, Karen Black, the only remotely good thing about this travesty) buy. The acting's pretty laughably bad (especially when Rainbow interacts with the aforementioned mirror) and there are no scares or suspense to be had. This film inexplicably spawned thus for 3 sequels each slightly more atrocious than the last. People looking for a similarly themed, but far superior cinematic endeavor would be well advised to just search out the episode of ""Friday the 13th: the Series"" where a geeky girl finds an old cursed compact mirror. That packs more chills in it's scant 40 minutes than this whole franchise has provided across it's 4 films.<br /><br />My Grade: D <br /><br />Eye Candy: Charlie Spradling provides the obligatory T&A",negative
"This feels like a feature-lenght treatment of a comedy-routine that could have also been told in a ten-minute short. Also, technical credits are sup-par. The film really feels like a film school diploma project.<br /><br />The cast is a mix of seasoned stage pros and talented newcomers but the problems is the superficial scrip. Their lines feel constructed, exactly like cued TV show material.<br /><br />The director fails to take his protagonists seriously, therefore we are not touched by their problems and conflicts.<br /><br />The film has been cleverly marketed and offers a unique selling point, but in the end the film disappoints on all levels.",negative
"A 'Wes Craven presents' movie from 1995, directed by Joe Clayton and starring Lance Henriksen. A group of scientists save a dying man they find by their desert stranded government outpost by injecting him with their experimental virus, of course, one of their colleagues goes overboard and the virus transforms the man into a near unstoppable monster with them trapped inside. Lance Henriksen plays the morally offended researcher who leaves the project before all this, but returns after receiving a call for help to save the man (pre-unstoppable death machine mutation).<br /><br />Deciding to combine two trips in one he brings his family along with him (they're going on vacation afterwards) and proceeds to give them entry to the top secret government facility, thus putting them right in the middle of the chaos within. In case you can't tell, this one relies on the viewer to work with it a little and put aside some petty (see: major and blatant) details.<br /><br />Overall though: Watch-able with mild bits of enjoyment. Note: The Outpost is commonly known under the title 'Mind Ripper'",negative
"Elegance and class are not always the first words that come to mind when folks (at least folks who might do such a thing) sit around and talk about film noir. <br /><br />Yet some of the best films of the genre, ""Out of the Past,"" ""The Killers,"" ""In A Lonely Place,"" ""Night and the City,"" manage a level of sleek sophistication that elevates them beyond a moody catch phrase and its connotations of foreboding shadows, fedoras, and femme-fatales. <br /><br />""Where the Sidewalk Ends,"" a fairly difficult to find film -- the only copy in perhaps the best stocked video store in Manhattan was a rough bootleg from the AMC cable channel -- belongs in a category with these classics.<br /><br />From the moment the black cloud of opening credits pass, a curtain is drawing around rogue loner detective Marc Dixon's crumbling world, and as the moments pass, it inches ever closer, threatening suffocation. <br /><br />Sure, he's that familiar ""cop with a dark past"", but Dana Andrews gives Dixon a bleak stare and troubled intensity that makes you as uncomfortable as he seems. And yeah, he's been smacking around suspects for too long, and the newly promoted chief (Karl Malden, in a typically robust and commanding outing) is warning him ""for the last time."" <br /><br />Yet Dixon hates these thugs too much to stop now. And boy didn't they had have it coming? <br /><br />""Hoods, dusters, mugs, gutter nickel-rats"" he spits when that tough nut of a boss demotes him and rolls out all of the complaints the bureau has been receiving about Dixon's right hook. The advice is for him to cool off for his own good. But instead he takes matters into his own hands. <br /><br />And what a world of trouble he finds when he relies on his instincts, and falls back on a nature that may or may not have been passed down from a generation before. <br /><br />Right away he's in deep with the cops, the syndicate, his own partner. Dixon's questionable involvement in a murder ""investigation"" threatens his job, makes him wonder whether he is simply as base as those he has sworn to bring in. Like Bogart in ""Lonely Place,"" can he ""escape what he is?""<br /><br />When he has nowhere else to turn, he discovers that he has virtually doomed his unexpected relationship with a seraphic beauty (the marvelous Gene Tierney) who seems as if she can turn his barren bachelor's existence into something worth coming home to. <br /><br />The pacing of this superb film is taut and gripping. The group of writers that contributed to the production polished the script to a high gloss -- the dialogue is snappy without disintegrating into dated parody fodder, passionate without becoming melodramatic or sappy. <br /><br />And all of this top-notch direction and acting isn't too slick or buffed to loosen the film's emotional hold. Gene Tierney's angelic, soft-focus beauty is used to great effect. She shows herself to be an actress of considerable range, and her gentle, kind nature is as boundless here as is her psychosis in ""Leave Her to Heaven."" The scenes between Tierney and Andrews's Dixon grow more intense and touching the closer he seems to self-destruction. <br /><br />Near the end of his rope, cut, bruised, and exhausted Dixon summarizes his lot: ""Innocent people can get into terrible jams, too,.."" he says. ""One false move and you're in over your head."" <br /><br />Perhaps what makes this film so totally compelling is the sense that things could go wildly wrong for almost anyone -- especially for someone who is trying so hard to do right -- with one slight shift in the wind, one wrong decision or punch, or, most frighteningly, due to factors you have no control over. Noir has always reflected the darkest fears, brought them to the surface. ""Where the Sidewalk Ends"" does so in a realistic fashion. <br /><br />(One nit-pick of an aside: This otherwise sterling film has a glaringly poor dub of a blonde model that wouldn't seem out of place on Mystery Science Theater. How very odd.) <br /><br />But Noir fans -- heck, ANY movie fans -- who haven't seen this one are in for a terrific treat.",positive
